Name,ID,Year,Overs,Matches,Runs,Wickets,4W,Average,StrikeRate,EconomyRate
Azhar Hossain,2623,1990,26.0,1,135,1,0,135.0,156.0,5.19
Azhar Mahmood,2113,1996,42.0,5,245,2,0,122.5,126.0,5.83
Azhar Mahmood,2113,1997,130.3,5,591,14,0,42.21,55.93,4.53
Azhar Mahmood,2113,1998,180.0,11,846,18,0,47.0,60.0,4.7
Azhar Mahmood,2113,1999,230.0,20,866,46,4,18.83,30.0,3.77
Azhar Mahmood,2113,2000,161.5,7,779,21,1,37.1,46.24,4.81
Azhar Mahmood,2113,2001,98.3,1,494,7,0,70.57,84.43,5.02
Azhar Mahmood,2113,2002,76.4,3,361,4,0,90.25,115.0,4.71
Azhar Mahmood,2113,2003,35.3,1,174,3,0,58.0,71.0,4.9
Azhar Mahmood,2113,2004,41.0,0,217,5,0,43.4,49.2,5.29
Azhar Mahmood,2113,2005,28.4,2,168,2,0,84.0,86.0,5.86
Azhar Mahmood,2113,2007,15.4,1,72,1,0,72.0,94.0,4.6
Azhar Saeed,2624,1994,14.1,1,56,0,0,0.0,0.0,3.95
Azhar Saeed,2624,1996,31.0,1,157,6,0,26.17,31.0,5.06
Babar Hayat,4277,2016,1.0,0,9,0,0,0.0,0.0,9.0
"Bacher, A M",2086,2005,18.0,0,64,3,0,21.33,36.0,3.56
Badal Singh,5772,2020,10.0,0,70,0,0,0.0,0.0,7.0
"Badani, H K",2625,2000,3.0,0,21,0,0,0.0,0.0,7.0
"Badani, H K",2625,2001,7.0,0,32,2,0,16.0,21.0,4.57
"Badani, H K",2625,2002,5.0,0,21,0,0,0.0,0.0,4.2
"Badani, H K",2625,2003,8.3,0,44,0,0,0.0,0.0,5.18
"Badani, H K",2625,2004,7.0,0,31,1,0,31.0,42.0,4.43
"Bahutule, S V",2626,1997,19.0,0,79,1,0,79.0,114.0,4.16
"Bahutule, S V",2626,1998,27.0,0,180,1,0,180.0,162.0,6.67
"Bahutule, S V",2626,2003,3.0,0,24,0,0,0.0,0.0,8.0
"Baidwan, H S",3578,2008,47.0,1,252,3,0,84.0,94.0,5.36
"Baidwan, H S",3578,2009,36.0,1,190,5,0,38.0,43.2,5.28
"Baidwan, H S",3578,2010,74.0,8,317,16,0,19.81,27.75,4.28
"Baidwan, H S",3578,2011,78.3,3,462,19,0,24.32,24.79,5.89
"Baidwan, H S",3578,2013,9.0,0,50,0,0,0.0,0.0,5.56
"Baidwan, H S",3578,2014,14.0,0,77,1,0,77.0,84.0,5.5
"Baker, L S",3627,2008,29.0,0,152,5,0,30.4,34.8,5.24
"Baker, L S",3627,2009,42.0,6,203,6,0,33.83,42.0,4.83
"Bakker, P",2628,1996,43.0,2,215,3,0,71.67,86.0,5.0
"Balaji, L",3057,2002,4.0,0,44,0,0,0.0,0.0,11.0
"Balaji, L",3057,2004,197.1,12,1053,30,1,35.1,39.43,5.34
"Balaji, L",3057,2005,35.0,0,215,4,0,53.75,52.5,6.14
"Balaji, L",3057,2009,5.0,0,32,0,0,0.0,0.0,6.4
"Balaji Rao, W D",3613,2008,7.0,0,50,2,0,25.0,21.0,7.14
"Balaji Rao, W D",3613,2009,3.0,0,31,0,0,0.0,0.0,10.33
"Balaji Rao, W D",3613,2010,15.0,1,68,1,0,68.0,90.0,4.53
"Balaji Rao, W D",3613,2011,54.0,0,299,9,1,33.22,36.0,5.54
"Balbirnie, A",3809,2014,4.0,0,31,1,0,31.0,24.0,7.75
"Balbirnie, A",3809,2015,6.0,0,37,1,0,37.0,36.0,6.17
"Ball, J T",4568,2016,25.5,0,139,7,1,19.86,22.14,5.38
"Ball, J T",4568,2017,117.0,5,754,14,0,53.86,50.14,6.44
"Ball, J T",4568,2018,15.0,0,87,0,0,0.0,0.0,5.8
"Bandara, C M",2144,2006,146.2,2,703,23,2,30.57,38.17,4.8
"Bandara, C M",2144,2007,72.4,1,402,11,0,36.55,39.64,5.53
"Bandara, C M",2144,2009,16.0,0,83,2,0,41.5,48.0,5.19
"Bandara, C M",2144,2010,10.0,0,44,0,0,0.0,0.0,4.4
"Bandara, K M C",4564,2016,10.0,0,83,1,0,83.0,60.0,8.3
"Bandarathilake, M R C",2143,1998,24.0,0,111,2,0,55.5,72.0,4.63
"Bangar, S B",2999,2002,49.0,2,263,5,0,52.6,58.8,5.37
"Bangar, S B",2999,2003,13.4,0,60,1,0,60.0,82.0,4.39
"Bangar, S B",2999,2004,11.0,0,61,1,0,61.0,66.0,5.55
"Banks, O A C",3115,2003,25.0,0,124,4,0,31.0,37.5,4.96
"Banks, O A C",3115,2005,20.0,1,65,3,0,21.67,40.0,3.25
"Barresi, W",3807,2010,3.0,0,20,0,0,0.0,0.0,6.67
"Barresi, W",3807,2018,1.0,0,4,0,0,0.0,0.0,4.0
"Barresi, W",3807,2019,1.0,0,13,0,0,0.0,0.0,13.0
"Bascombe, O O",3575,2008,3.0,0,22,0,0,0.0,0.0,7.33
Basil Hameed,5757,2019,2.0,0,10,1,0,10.0,12.0,5.0
Basil Hameed,5757,2020,1.0,0,5,0,0,0.0,0.0,5.0
"Bastiampillai, T C",3479,2007,2.0,0,20,0,0,0.0,0.0,10.0
"Bastiampillai, T C",3479,2010,2.0,0,11,0,0,0.0,0.0,5.5
"Bates, M D",3934,2012,14.0,1,52,2,0,26.0,42.0,3.71
"Batty, G J",3064,2002,20.0,0,120,1,0,120.0,120.0,6.0
"Batty, G J",3064,2003,10.0,0,35,1,0,35.0,60.0,3.5
"Batty, G J",3064,2004,22.0,1,98,2,0,49.0,66.0,4.45
"Batty, G J",3064,2006,8.2,0,41,0,0,0.0,0.0,4.92
"Batty, G J",3064,2009,13.0,0,72,1,0,72.0,78.0,5.54
"Bau, S",4528,2016,2.0,0,16,0,0,0.0,0.0,8.0
"Bau, S",4528,2017,11.0,0,47,2,0,23.5,33.0,4.27
"Bau, S",4528,2019,17.0,0,61,0,0,0.0,0.0,3.59
Bazid Khan,3230,2004,2.0,0,11,0,0,0.0,0.0,5.5
"Beaton, R R",4718,2017,17.0,1,102,1,0,102.0,102.0,6.0
"Behardien, F",3951,2013,25.0,1,124,6,0,20.67,25.0,4.96
"Behardien, F",3951,2014,25.0,0,117,2,0,58.5,75.0,4.68
"Behardien, F",3951,2015,56.4,1,341,5,0,68.2,68.0,6.02
"Behardien, F",3951,2016,16.0,0,111,1,0,111.0,96.0,6.94
"Behardien, F",3951,2017,2.0,0,26,0,0,0.0,0.0,13.0
"Behrendorff, J P",4705,2019,98.3,7,517,16,1,32.31,36.94,5.25
"Bell, I R",3207,2004,3.4,0,9,3,0,3.0,7.33,2.45
"Bell, I R",3207,2006,11.0,0,79,3,0,26.33,22.0,7.18
"Benjamin, J E",1997,1994,6.0,0,25,0,0,0.0,0.0,4.17
"Benjamin, J E",1997,1995,6.0,0,22,1,0,22.0,36.0,3.67
"Benkenstein, D M",2631,1999,2.0,0,13,0,0,0.0,0.0,6.5
"Benkenstein, D M",2631,2000,1.0,0,9,0,0,0.0,0.0,9.0
"Benkenstein, D M",2631,2002,7.5,1,22,4,0,5.5,11.75,2.81
"Benn, S J",3543,2008,39.0,1,199,2,0,99.5,117.0,5.1
"Benn, S J",3543,2009,50.0,1,230,4,0,57.5,75.0,4.6
"Benn, S J",3543,2010,61.0,7,219,7,0,31.29,52.29,3.59
"Benn, S J",3543,2011,57.5,4,276,16,3,17.25,21.69,4.77
"Benn, S J",3543,2014,23.0,0,93,2,0,46.5,69.0,4.04
"Benn, S J",3543,2015,52.0,1,315,3,0,105.0,104.0,6.06
"Benn, S J",3543,2016,115.0,1,581,5,0,116.2,138.0,5.05
"Bennett, H K",3829,2010,16.0,1,73,3,0,24.33,32.0,4.56
"Bennett, H K",3829,2011,65.2,0,362,17,2,21.29,23.06,5.54
"Bennett, H K",3829,2014,19.0,2,108,3,0,36.0,38.0,5.68
"Bennett, H K",3829,2017,19.2,1,78,4,0,19.5,29.0,4.03
"Bennett, H K",3829,2020,29.0,1,199,6,1,33.17,29.0,6.86
"Bernard, D E",3112,2003,4.0,0,28,1,0,28.0,24.0,7.0
"Bernard, D E",3112,2009,68.0,1,357,9,0,39.67,45.33,5.25
"Bernard, D E",3112,2010,32.0,4,141,4,0,35.25,48.0,4.41
"Berrington, R D",3592,2008,18.0,1,76,1,0,76.0,108.0,4.22
"Berrington, R D",3592,2009,7.0,0,55,1,0,55.0,42.0,7.86
"Berrington, R D",3592,2010,53.2,5,215,8,0,26.88,40.0,4.03
"Berrington, R D",3592,2011,20.0,1,126,1,0,126.0,120.0,6.3
"Berrington, R D",3592,2012,5.0,0,16,0,0,0.0,0.0,3.2
"Berrington, R D",3592,2013,3.5,0,39,0,0,0.0,0.0,10.17
"Berrington, R D",3592,2014,17.0,0,100,2,0,50.0,51.0,5.88
"Berrington, R D",3592,2015,40.1,0,204,10,1,20.4,24.1,5.08
"Berrington, R D",3592,2016,4.0,0,26,0,0,0.0,0.0,6.5
"Berrington, R D",3592,2017,9.0,0,60,1,0,60.0,54.0,6.67
"Berrington, R D",3592,2018,33.0,0,199,7,0,28.43,28.29,6.03
"Berrington, R D",3592,2019,22.0,1,112,1,0,112.0,132.0,5.09
"Best, T L",3114,2004,43.2,2,204,10,1,20.4,26.0,4.71
"Best, T L",3114,2005,31.0,1,153,2,0,76.5,93.0,4.94
"Best, T L",3114,2006,10.0,0,70,1,0,70.0,60.0,7.0
"Best, T L",3114,2009,6.3,0,50,0,0,0.0,0.0,7.69
"Best, T L",3114,2012,27.0,2,144,6,1,24.0,27.0,5.33
"Best, T L",3114,2013,89.5,4,466,14,0,33.29,38.5,5.19
"Best, T L",3114,2014,9.0,0,70,1,0,70.0,54.0,7.78
"Bevan, M G",2002,1994,2.0,0,17,0,0,0.0,0.0,8.5
"Bevan, M G",2002,1995,15.0,0,58,3,0,19.33,30.0,3.87
"Bevan, M G",2002,1996,61.3,1,300,9,0,33.33,41.0,4.88
"Bevan, M G",2002,1997,99.0,1,461,8,0,57.63,74.25,4.66
"Bevan, M G",2002,1998,53.3,1,308,7,0,44.0,45.86,5.76
"Bevan, M G",2002,1999,50.2,1,238,5,0,47.6,60.4,4.73
"Bevan, M G",2002,2000,19.0,0,103,1,0,103.0,114.0,5.42
"Bevan, M G",2002,2001,23.2,0,143,3,0,47.67,46.67,6.13
"Bevan, M G",2002,2002,4.0,0,27,0,0,0.0,0.0,6.75
"Bhandari, A",2632,2000,10.0,0,75,2,0,37.5,30.0,7.5
"Bhandari, A",2632,2004,7.4,0,31,3,0,10.33,15.33,4.04
"Bhandari, L S",4813,2018,9.0,0,43,2,0,21.5,27.0,4.78
"Bhardwaj, R Vijay",2188,1999,58.0,3,275,15,0,18.33,23.2,4.74
"Bhardwaj, R Vijay",2188,2002,4.0,0,32,1,0,32.0,24.0,8.0
"Bhari, S",5488,2020,30.2,3,103,11,1,9.36,16.55,3.4
"Bhatti, U",3360,2006,60.0,5,236,5,0,47.2,72.0,3.93
"Bhatti, U",3360,2007,92.2,10,383,12,1,31.92,46.17,4.15
"Bhatti, U",3360,2008,14.0,2,53,2,0,26.5,42.0,3.79
"Bhatti, U",3360,2009,40.0,8,152,7,0,21.71,34.29,3.8
"Bhatti, U",3360,2010,65.2,6,325,7,0,46.43,56.0,4.97
"Bhudia, R L",3620,2008,7.0,0,49,0,0,0.0,0.0,7.0
"Bhudia, R L",3620,2009,23.0,3,102,3,0,34.0,46.0,4.43
Bhupinder Singh,2633,1994,17.0,1,78,3,0,26.0,34.0,4.59
"Bichel, A J",2089,1997,107.2,7,496,17,0,29.18,37.88,4.62
"Bichel, A J",2089,1998,41.0,0,205,4,0,51.25,61.5,5.0
"Bichel, A J",2089,2002,133.3,7,575,16,1,35.94,50.06,4.31
"Bichel, A J",2089,2003,224.0,12,990,38,2,26.05,35.37,4.42
"Bichel, A J",2089,2004,37.0,2,197,3,0,65.67,74.0,5.32
Bilal Asif,4481,2015,22.0,1,96,5,1,19.2,26.4,4.36
Bilal Khan,4498,2019,37.0,5,151,4,0,37.75,55.5,4.08
Bilal Khan,4498,2020,53.0,5,227,14,1,16.21,22.71,4.28
Bilawal Bhatti,4250,2013,46.1,4,268,5,0,53.6,55.4,5.81
Bilawal Bhatti,4250,2014,4.0,0,27,0,0,0.0,0.0,6.75
Bilawal Bhatti,4250,2015,18.0,0,144,1,0,144.0,108.0,8.0
"Binny, S T R",4089,2014,25.4,3,117,9,1,13.0,17.11,4.56
"Binny, S T R",4089,2015,56.0,1,322,11,0,29.27,30.55,5.75
"Birkenstock, K",5024,2019,1.0,0,5,1,0,5.0,6.0,5.0
"Bishoo, D",3852,2011,111.0,3,476,20,0,23.8,33.3,4.29
"Bishoo, D",3852,2016,10.0,1,30,3,0,10.0,20.0,3.0
"Bishoo, D",3852,2017,105.0,2,545,8,0,68.13,78.75,5.19
"Bishoo, D",3852,2018,87.0,2,447,6,0,74.5,87.0,5.14
"Bishoo, D",3852,2019,24.0,0,170,1,0,170.0,144.0,7.08
"Black, M I",2250,2001,38.0,1,196,0,0,0.0,0.0,5.16
"Blackwell, I D",3045,2002,35.0,0,181,7,0,25.86,30.0,5.17
"Blackwell, I D",3045,2003,66.0,3,257,7,0,36.71,56.57,3.89
"Blackwell, I D",3045,2004,7.0,0,47,1,0,47.0,42.0,6.71
"Blackwell, I D",3045,2005,38.0,3,162,4,0,40.5,57.0,4.26
"Blackwell, I D",3045,2006,59.0,2,231,5,0,46.2,70.8,3.92
"Blackwood, J",4312,2015,3.0,0,16,0,0,0.0,0.0,5.33
"Blain, J A R",2635,1999,37.1,1,210,10,1,21.0,22.3,5.65
"Blain, J A R",2635,2006,28.0,0,160,3,0,53.33,56.0,5.71
"Blain, J A R",2635,2007,98.5,4,542,14,0,38.71,42.36,5.48
"Blain, J A R",2635,2008,38.3,6,150,11,1,13.64,21.0,3.9
"Blain, J A R",2635,2009,19.0,1,111,3,0,37.0,38.0,5.84
"Blair, B R",2636,1986,5.0,0,34,1,0,34.0,30.0,6.8
"Blake, D L",3226,2004,1.0,0,7,0,0,0.0,0.0,7.0
"Blewett, G S",2013,1995,43.5,0,249,4,0,62.25,65.75,5.68
"Blewett, G S",2013,1996,21.2,0,80,4,0,20.0,32.0,3.75
"Blewett, G S",2013,1997,44.3,3,222,4,0,55.5,66.75,4.99
"Blewett, G S",2013,1999,15.1,0,95,2,0,47.5,45.5,6.26
"Blignaut, A M",2637,1999,32.4,1,175,4,0,43.75,49.0,5.36
"Blignaut, A M",2637,2000,7.0,0,37,1,0,37.0,42.0,5.29
"Blignaut, A M",2637,2001,64.0,2,273,7,0,39.0,54.86,4.27
"Blignaut, A M",2637,2002,16.0,0,81,2,0,40.5,48.0,5.06
"Blignaut, A M",2637,2003,166.4,5,893,21,1,42.52,47.62,5.36
"Blignaut, A M",2637,2004,56.5,2,320,6,0,53.33,56.83,5.63
"Blignaut, A M",2637,2005,35.1,1,242,8,1,30.25,26.38,6.88
"Blignaut, A M",2637,2010,13.0,1,42,1,0,42.0,78.0,3.23
"Bodi, G H",3497,2007,1.0,0,8,0,0,0.0,0.0,8.0
"Bohara, A",4846,2020,11.0,2,51,0,0,0.0,0.0,4.64
"Boje, N",2210,1995,10.0,1,29,0,0,0.0,0.0,2.9
"Boje, N",2210,1996,53.0,1,234,9,0,26.0,35.33,4.42
"Boje, N",2210,1998,20.0,1,83,2,0,41.5,60.0,4.15
"Boje, N",2210,1999,57.4,2,291,6,0,48.5,57.67,5.05
"Boje, N",2210,2000,181.5,8,777,22,1,35.32,49.59,4.27
"Boje, N",2210,2001,57.2,2,267,7,0,38.14,49.14,4.66
"Boje, N",2210,2002,165.3,1,743,28,2,26.54,35.46,4.49
"Boje, N",2210,2003,36.0,1,191,3,0,63.67,72.0,5.31
"Boje, N",2210,2004,81.1,1,409,8,0,51.13,60.88,5.04
"Boje, N",2210,2005,94.2,4,391,11,0,35.55,51.45,4.14
"Boland, S M",4511,2016,119.2,3,725,16,0,45.31,44.75,6.08
"Bollinger, D E",3631,2009,64.4,7,275,14,2,19.64,27.71,4.25
"Bollinger, D E",3631,2010,150.0,16,655,28,1,23.39,32.14,4.37
"Bollinger, D E",3631,2011,109.0,5,552,20,2,27.6,32.7,5.06
"Bond, S E",2996,2002,129.2,13,603,30,4,20.1,25.87,4.66
"Bond, S E",2996,2003,99.0,15,366,21,1,17.43,28.29,3.7
"Bond, S E",2996,2005,77.4,11,335,20,2,16.75,23.3,4.31
"Bond, S E",2996,2006,105.2,10,463,21,0,22.05,30.1,4.4
"Bond, S E",2996,2007,163.0,20,649,33,3,19.67,29.64,3.98
"Bond, S E",2996,2009,98.2,14,465,13,0,35.77,45.38,4.73
"Bond, S E",2996,2010,43.1,4,189,9,1,21.0,28.78,4.38
"Bopara, R S",3460,2007,35.1,1,172,4,0,43.0,52.75,4.89
"Bopara, R S",3460,2008,10.0,1,68,1,0,68.0,60.0,6.8
"Bopara, R S",3460,2009,10.0,0,53,1,0,53.0,60.0,5.3
"Bopara, R S",3460,2010,10.0,1,38,4,1,9.5,15.0,3.8
"Bopara, R S",3460,2011,44.4,4,239,3,0,79.67,89.33,5.35
"Bopara, R S",3460,2012,51.0,1,175,7,0,25.0,43.71,3.43
"Bopara, R S",3460,2013,67.0,1,350,10,0,35.0,40.2,5.22
"Bopara, R S",3460,2014,71.1,1,373,8,0,46.63,53.38,5.24
"Bopara, R S",3460,2015,11.0,1,55,2,0,27.5,33.0,5.0
"Borden, D C",3428,2006,3.0,0,16,1,0,16.0,18.0,5.33
"Borden, D C",3428,2007,47.3,0,284,11,1,25.82,25.91,5.98
"Borden, D C",3428,2008,18.0,0,92,3,0,30.67,36.0,5.11
"Borren, P W",3409,2006,44.0,1,289,7,0,41.29,37.71,6.57
"Borren, P W",3409,2007,59.0,1,359,8,0,44.88,44.25,6.08
"Borren, P W",3409,2008,16.0,1,82,2,0,41.0,48.0,5.13
"Borren, P W",3409,2009,35.0,1,127,6,0,21.17,35.0,3.63
"Borren, P W",3409,2010,68.5,1,307,12,0,25.58,34.42,4.46
"Borren, P W",3409,2011,55.0,2,239,5,0,47.8,66.0,4.35
"Borren, P W",3409,2012,20.0,2,77,6,1,12.83,20.0,3.85
"Borren, P W",3409,2013,20.0,0,80,0,0,0.0,0.0,4.0
"Borren, P W",3409,2014,12.0,1,60,0,0,0.0,0.0,5.0
"Borthwick, S G",3882,2011,9.0,0,72,0,0,0.0,0.0,8.0
"Bose, G",2638,1974,11.0,2,39,1,0,39.0,66.0,3.55
"Boteju, J W H",2639,1999,17.0,1,113,0,0,0.0,0.0,6.65
"Botha, A C",3382,2006,5.0,1,9,1,0,9.0,30.0,1.8
"Botha, A C",3382,2007,116.0,12,507,22,1,23.05,31.64,4.37
"Botha, A C",3382,2008,84.0,8,362,12,1,30.17,42.0,4.31
"Botha, A C",3382,2009,14.0,0,46,2,0,23.0,42.0,3.29
"Botha, A C",3382,2010,22.0,0,122,1,0,122.0,132.0,5.55
"Botha, A C",3382,2011,19.0,1,88,4,0,22.0,28.5,4.63
"Botha, J",3329,2005,25.0,1,123,2,0,61.5,75.0,4.92
"Botha, J",3329,2006,48.0,0,238,5,0,47.6,57.6,4.96
"Botha, J",3329,2007,86.1,2,428,4,0,107.0,129.25,4.97
"Botha, J",3329,2008,109.5,4,424,19,1,22.32,34.68,3.86
"Botha, J",3329,2009,131.0,3,578,16,0,36.13,49.13,4.41
"Botha, J",3329,2010,124.0,0,639,15,0,42.6,49.6,5.15
"Botha, J",3329,2011,106.1,3,458,10,0,45.8,63.7,4.31
"Botha, J",3329,2012,7.0,0,28,1,0,28.0,42.0,4.0
"Boult, T A",3924,2012,49.3,2,231,6,0,38.5,49.5,4.67
"Boult, T A",3924,2013,9.0,1,55,0,0,0.0,0.0,6.11
"Boult, T A",3924,2014,20.0,2,110,4,0,27.5,30.0,5.5
"Boult, T A",3924,2015,160.1,19,712,36,4,19.78,26.69,4.45
"Boult, T A",3924,2016,130.0,6,694,27,1,25.7,28.89,5.34
"Boult, T A",3924,2017,144.2,7,762,31,3,24.58,27.94,5.28
"Boult, T A",3924,2018,107.2,5,636,22,1,28.91,29.27,5.93
"Boult, T A",3924,2019,193.4,16,911,38,3,23.97,30.58,4.7
"Boult, T A",3924,2020,10.0,0,37,0,0,0.0,0.0,3.7
"Bracewell, D A J",3911,2011,20.0,3,103,3,0,34.33,40.0,5.15
"Bracewell, D A J",3911,2012,36.0,5,178,4,0,44.5,54.0,4.94
"Bracewell, D A J",3911,2013,8.0,1,55,1,0,55.0,48.0,6.88
"Bracewell, D A J",3911,2015,41.2,4,198,8,0,24.75,31.0,4.79
"Bracewell, D A J",3911,2016,14.0,2,59,2,0,29.5,42.0,4.21
"Bracewell, D A J",3911,2017,13.0,0,74,4,1,18.5,19.5,5.69
"Bracewell, D A J",3911,2019,23.0,0,131,1,0,131.0,138.0,5.7
"Bracken, N W",2640,2001,71.0,8,303,10,0,30.3,42.6,4.27
"Bracken, N W",2640,2003,71.0,10,249,18,1,13.83,23.67,3.51
"Bracken, N W",2640,2005,44.3,1,245,7,0,35.0,38.14,5.51
"Bracken, N W",2640,2006,194.4,19,866,46,2,18.83,25.39,4.45
"Bracken, N W",2640,2007,224.0,24,1012,36,1,28.11,37.33,4.52
"Bracken, N W",2640,2008,141.4,11,563,31,3,18.16,27.42,3.97
"Bracken, N W",2640,2009,213.0,17,1002,26,0,38.54,49.15,4.7
"Bradshaw, I D R",3174,2004,134.0,17,526,18,0,29.22,44.67,3.93
"Bradshaw, I D R",3174,2005,112.0,6,538,20,0,26.9,33.6,4.8
"Bradshaw, I D R",3174,2006,229.4,14,927,36,0,25.75,38.28,4.04
"Bradshaw, I D R",3174,2007,53.0,1,308,4,0,77.0,79.5,5.81
"Brathwaite, C R",3908,2015,40.0,1,226,3,0,75.33,80.0,5.65
"Brathwaite, C R",3908,2016,110.0,4,623,18,1,34.61,36.67,5.66
"Brathwaite, C R",3908,2017,24.0,1,148,0,0,0.0,0.0,6.17
"Brathwaite, C R",3908,2018,40.0,4,166,5,1,33.2,48.0,4.15
"Brathwaite, C R",3908,2019,90.1,1,603,17,1,35.47,31.82,6.69
"Brathwaite, K C",3863,2016,17.0,0,96,1,0,96.0,102.0,5.65
"Brathwaite, K C",3863,2017,8.2,0,44,0,0,0.0,0.0,5.28
"Bravo, D J J",3166,2004,120.0,7,609,22,0,27.68,32.73,5.08
"Bravo, D J J",3166,2005,89.3,0,523,9,0,58.11,59.67,5.84
"Bravo, D J J",3166,2006,140.5,9,722,25,0,28.88,33.8,5.13
"Bravo, D J J",3166,2007,128.0,6,666,27,1,24.67,28.44,5.2
"Bravo, D J J",3166,2008,90.5,3,493,15,1,32.87,36.33,5.43
"Bravo, D J J",3166,2009,69.3,1,369,16,1,23.06,26.06,5.31
"Bravo, D J J",3166,2010,71.2,3,339,15,1,22.6,28.53,4.75
"Bravo, D J J",3166,2011,61.4,1,334,7,0,47.71,52.86,5.42
"Bravo, D J J",3166,2012,75.3,3,432,10,0,43.2,45.3,5.72
"Bravo, D J J",3166,2013,150.4,6,902,33,2,27.33,27.39,5.99
"Bravo, D J J",3166,2014,87.2,2,485,20,1,24.25,26.2,5.55
"Brent, G B",2194,1996,5.0,0,29,0,0,0.0,0.0,5.8
"Brent, G B",2194,1998,14.2,0,79,1,0,79.0,86.0,5.51
"Brent, G B",2194,1999,55.4,1,308,10,1,30.8,33.4,5.53
"Brent, G B",2194,2000,88.2,1,423,14,0,30.21,37.86,4.79
"Brent, G B",2194,2001,111.4,10,495,17,0,29.12,39.41,4.43
"Brent, G B",2194,2002,45.0,3,296,3,0,98.67,90.0,6.58
"Brent, G B",2194,2003,38.0,2,210,2,0,105.0,114.0,5.53
"Brent, G B",2194,2004,18.1,2,74,3,0,24.67,36.33,4.07
"Brent, G B",2194,2006,49.0,4,177,8,1,22.13,36.75,3.61
"Brent, G B",2194,2007,104.5,12,518,16,1,32.38,39.31,4.94
"Brent, G B",2194,2008,35.0,5,167,1,0,167.0,210.0,4.77
"Bresnan, T T",3396,2006,25.0,1,169,2,0,84.5,75.0,6.76
"Bresnan, T T",3396,2008,8.0,2,34,2,0,17.0,24.0,4.25
"Bresnan, T T",3396,2009,102.5,4,512,13,0,39.38,47.46,4.98
"Bresnan, T T",3396,2010,130.4,5,700,19,1,36.84,41.26,5.36
"Bresnan, T T",3396,2011,210.2,10,1136,32,1,35.5,39.44,5.4
"Bresnan, T T",3396,2012,61.4,1,346,13,1,26.62,28.46,5.61
"Bresnan, T T",3396,2013,91.3,7,521,13,1,40.08,42.23,5.69
"Bresnan, T T",3396,2014,67.3,3,384,14,0,27.43,28.93,5.69
"Bresnan, T T",3396,2015,6.0,2,11,1,0,11.0,36.0,1.83
"Briggs, D R",3940,2012,10.0,0,39,2,0,19.5,30.0,3.9
"Brinkley, J E",2641,1999,28.0,0,117,2,0,58.5,84.0,4.18
"Britton, S A",3715,2009,6.0,0,37,0,0,0.0,0.0,6.17
"Broad, S C J",3434,2006,35.4,2,185,5,0,37.0,42.8,5.19
"Broad, S C J",3434,2007,145.2,5,724,25,1,28.96,34.88,4.98
"Broad, S C J",3434,2008,164.5,19,801,32,2,25.03,30.91,4.86
"Broad, S C J",3434,2009,129.3,6,731,32,3,22.84,24.28,5.64
"Broad, S C J",3434,2010,143.0,6,746,30,3,24.87,28.6,5.22
"Broad, S C J",3434,2011,91.0,3,524,13,1,40.31,42.0,5.76
"Broad, S C J",3434,2012,79.0,5,368,11,0,33.45,43.09,4.66
"Broad, S C J",3434,2013,72.4,2,422,12,0,35.17,36.33,5.81
"Broad, S C J",3434,2014,51.0,3,266,8,0,33.25,38.25,5.22
"Broad, S C J",3434,2015,90.1,4,508,9,0,56.44,60.11,5.63
"Broad, S C J",3434,2016,16.0,1,89,1,0,89.0,96.0,5.56
"Brown, A D",2642,1998,1.0,0,5,0,0,0.0,0.0,5.0
"Brown, D",3005,2001,20.0,3,93,4,0,23.25,30.0,4.65
"Brown, D",3005,2002,5.0,0,31,1,0,31.0,30.0,6.2
"Brown, D R",2643,1997,24.0,1,136,3,0,45.33,48.0,5.67
"Brown, D R",2643,1998,30.0,2,169,4,0,42.25,45.0,5.63
"Brown, D R",2643,2006,25.0,1,116,4,0,29.0,37.5,4.64
"Brown, D R",2643,2007,79.5,2,498,11,0,45.27,43.55,6.24
"Browne, B S",2645,1994,30.0,0,156,2,0,78.0,90.0,5.2
"Bryan, H R",2646,1999,120.2,5,518,12,1,43.17,60.17,4.3
"Bryson, R E",2647,1997,63.0,1,323,7,0,46.14,54.0,5.13
"Budge, D E",4788,2019,6.0,0,26,1,0,26.0,36.0,4.33
"Bulfin, C E",2648,1999,17.0,1,109,0,0,0.0,0.0,6.41
"Bumrah, J J",4062,2016,68.3,4,249,17,2,14.65,24.18,3.64
"Bumrah, J J",4062,2017,199.2,13,1024,39,2,26.26,30.67,5.14
"Bumrah, J J",4062,2018,100.5,9,366,22,1,16.64,27.5,3.63
"Bumrah, J J",4062,2019,132.5,9,615,25,1,24.6,31.88,4.63
"Bumrah, J J",4062,2020,56.1,3,287,1,0,287.0,337.0,5.11
"Burger, A J",3070,2003,16.0,0,104,3,0,34.67,32.0,6.5
"Burger, L J",3075,2003,55.0,3,297,6,0,49.5,55.0,5.4
"Burger, S F",3094,2003,11.0,0,67,0,0,0.0,0.0,6.09
"Burl, R P",4645,2017,3.0,0,17,1,0,17.0,18.0,5.67
"Burl, R P",4645,2018,10.4,0,64,1,0,64.0,64.0,6.0
"Burl, R P",4645,2019,21.2,1,126,5,1,25.2,25.6,5.91
"Butchart, I P",2018,1983,50.0,4,213,3,0,71.0,100.0,4.26
"Butchart, I P",2018,1987,35.0,1,222,3,0,74.0,70.0,6.34
